Eigendata for P2, Spring 2018
dataX		dataY
1.803967143	-2.396308853
2.227018512	-1.973411246
0.374907864	-3.505972974
2.804516321	-2.444861335
2.479581774	-2.212463123
2.231229798	-2.637860802
0.746987248	-2.828588167
2.495207762	-2.474443075
1.832091391	-2.807273634
1.988838313	-2.686111364
2.651949757	-1.861942364
1.533937809	-2.654681099
2.126358195	-2.394395323
3.125897822	-1.526312167
1.594005646	-2.725372031
1.131091873	-2.533703714
2.075892659	-2.255572064
1.021876652	-3.00647127
1.269527726	-2.743325817
2.050790516	-2.559432729
1.450647563	-2.511601821
0.661401066	-2.982597554
1.194056193	-3.000414455
2.766860015	-1.997051883
2.360819008	-2.4172683
2.413816399	-2.40339387
2.430616035	-2.66167085
1.346215914	-2.873470392
1.323105648	-2.35746081
2.658029522	-2.332614048
2.070978192	-2.427010935
1.356440228	-2.857985086
1.650534185	-2.1336095
1.659894644	-2.917125461
1.677811311	-2.316023929
1.064894431	-3.022404129
1.182616091	-2.956513521
1.918351994	-2.40610231
1.332551784	-2.899969945
2.653139632	-2.120694901
1.691682569	-2.768007103
1.243562812	-2.808874445
0.606696377	-3.422922608
1.908467256	-2.254401279
0.760077719	-3.055642781
0.757562666	-3.243281805
1.608808629	-2.311627707
2.177660722	-2.665270485
2.130033038	-2.888454687
1.997566186	-2.680498608
1.269789635	-2.796954187
0.60376936	-2.884471194
3.202736385	-1.515476146
1.754802639	-2.898375755
0.109393639	-2.927490463
2.653901432	-1.963564349
2.253051234	-2.871563924
2.056867118	-2.733772073
1.647979822	-2.460833185
1.751309009	-2.799865354
2.144552593	-2.383007881
0.844547279	-3.187087493
1.24806694	-2.837858821
1.652380621	-2.94170603
0.948214942	-3.130704124
0.866563212	-2.989143308
1.626930974	-2.484172268
2.292310249	-2.385283078
1.885007066	-2.553159021
2.693333892	-2.046440702
1.734952038	-2.547178422
0.928204734	-3.166642716
1.693011282	-2.576931253
0.097993282	-3.186395464
0.813896681	-3.061713004
1.943254369	-2.779383631
1.005219976	-3.127752627
0.840869956	-2.831141218
1.395067214	-2.480150443
0.448144782	-3.483762982
0.841806278	-2.53201489
0.730058862	-3.087233945
1.321008627	-2.873288031
1.786312214	-2.675779253
-0.761984721	-3.971723864
2.608280683	-2.452346934
1.806141127	-2.327406194
3.339940487	-1.646860811
2.084095032	-2.201011332
0.551070796	-3.092195198
1.52539294	-2.467595095
2.702974893	-2.08229234
1.337745036	-2.690633328
0.036129824	-3.225516645
1.849993462	-2.136985652
1.520535031	-2.448457254
1.367692102	-3.100787017
1.18752066	-2.900655152
2.367467699	-2.21108562
0.818678075	-2.749774462
2.331702147	-2.279900637
1.46778202	-2.720036995
2.465747263	-2.251491555
1.572328163	-2.608342821
2.241407454	-2.121779928
1.797830663	-2.283763575
1.880866868	-2.644472056
0.635634483	-2.956955956
0.993473293	-3.337973203
1.514106034	-2.731110392
1.469539155	-2.835299011
1.047725326	-2.723742568
1.832571953	-2.4395745
0.600126143	-3.292073308
2.253946999	-2.296313697
1.481625741	-2.628806323
1.647089732	-3.048411436
3.12129809	-1.875251489
1.911064271	-2.562641787
0.602428403	-3.053937227
1.000140776	-2.826935464
2.71023461	-2.001291389
1.646566803	-2.470320826
1.956085587	-2.732371397
0.351772232	-3.304011284
1.362195309	-2.717088867
1.996926524	-2.54428319
1.33561584	-2.718422683
0.322992735	-3.413293795
1.757892606	-2.485068364
2.450209367	-2.267321203
2.326167964	-2.274215137
1.188233785	-3.192648205
3.459866529	-1.764465814
0.764634259	-3.125970546
3.142025413	-1.593715269
1.474979235	-2.194572236
1.24634832	-3.2309909
0.909830047	-3.24208353
1.683095096	-2.379611979
1.149286516	-3.024024694
2.015651069	-2.337518501
2.067969279	-2.416504455
1.710826627	-2.497315356
2.511504139	-2.262916941
1.100569248	-2.837972757
-0.205598695	-3.881008998
1.436082779	-2.755716068
1.589881001	-2.383532768
1.107934075	-3.109168111
2.036519508	-2.212305058
1.377159376	-2.890734451
1.763271339	-3.068606277
1.490823596	-2.825496068
1.547431046	-2.559114244
2.169064202	-2.52094229
0.762496714	-3.019324595
2.15612883	-2.083027115
0.913686719	-3.297687819
2.714054399	-2.190260441
1.471980879	-2.92925458
2.258303241	-2.298691344
1.250164746	-3.04870316
1.83857331	-2.915033275
1.553603728	-2.223116529
3.558631079	-1.749944655
1.671796873	-2.676198819
1.348826296	-3.199290474
2.341514902	-2.461043727
2.487971341	-1.748315642
2.311637098	-2.50774215
-0.028575868	-3.328959574
3.401572071	-1.71843757
1.989296083	-2.547910037
1.836298907	-2.26888882
2.292292072	-2.83624945
1.421638597	-2.748963724
1.248364704	-2.548610505
1.540560392	-2.786804232
2.247707611	-2.372247697
2.07939264	-1.98439259
2.138343057	-2.258837853
0.004704475	-3.269120785
0.432465171	-2.804991338
2.318226055	-2.08671667
3.189135683	-1.567884823
2.618956223	-2.287343564
1.437455795	-2.673314703
1.092407518	-2.796960896
1.777277898	-2.572181259
1.770681288	-2.438667345
1.770486886	-2.493176652
0.28725154	-2.96648937
2.003470901	-2.546685553
2.037188644	-2.144905435
2.828419881	-1.841614071
-0.222165306	-3.244892167
1.788873256	-2.593130531
0.742814623	-2.971713794
2.570241901	-2.240892501
2.745649817	-2.159145913
1.614086236	-2.386072421
