Class 1 (x1, y1)		Class 2 (x2, y2)
x1	        y1		x2		y2
2.566613444	3.244925222	0.587942192	-1.256260722
3.432943751	2.067419696	0.140401452	-0.882591365
1.599019302	-0.253828327	1.079754706	-0.625599202
2.659198566	4.979698836	-0.126789009	1.223555626
1.79955918	4.25990896	-2.764037173	1.116212198
2.440176633	2.165342016	-1.021429834	-2.581547803
2.528072054	1.775869092	-1.20219466	-1.423182997
1.223653753	2.674570348	-0.378231668	-3.863101991
0.835257274	2.613833101	-0.456230031	0.540572536
2.141871915	2.434009791	-3.19381042	-2.279324722
3.161021824	1.323363561	-0.889971716	0.371342855
1.544637743	8.288747465	-2.006896723	-1.368594888
2.392043664	3.899391135	-1.176840577	-0.698365323
2.878419406	2.280279906	0.483345158	-0.26840035
2.204771658	4.232457031	0.368234171	-0.316441986
2.015939759	4.284092133	-1.513302365	-1.08167836
2.451854653	1.837239517	0.348478724	-1.848269534
2.536861895	3.317966517	-0.508861508	-0.27377093
2.09347115	2.986037294	-0.276097327	-3.153853476
3.385996225	2.230424103	1.098929784	0.196824202
2.227552625	3.43542012	-1.158037843	-1.010098407
1.019497222	2.126262401	-0.441509736	-0.796480554
2.724306125	3.156446149	-0.1054036	-1.329941109
1.081908849	2.598814933	-0.529610232	-2.554655374
1.311464674	4.790626677	-0.637532951	-1.408437664
1.205375881	0.398881465	-1.10491813	-1.526903565
1.845597275	2.802182936	1.799171771	0.473503489
2.19097469	0.442749623	-0.992868157	-2.627354352
2.569646224	3.125755711	0.679664102	-1.204974409
1.747225859	3.058124342	-0.945777919	-1.678328081
1.058177788	2.857649205	-1.761768399	3.371078184
2.170285158	4.451842162	0.446070539	0.778337512
1.443477006	3.033636541	0.408230309	0.188601991
1.772122572	4.110188643	2.287938993	0.076076615
2.684222739	4.047980139	0.48548792	-1.835848577
1.831349733	2.088741117	0.776927348	-0.089547803
1.65625129	3.675145872	-0.833086101	0.75609199
2.722139631	3.053319688	1.250504112	-3.062515699
1.360175552	4.67514872	-1.504171461	-3.472085821
2.698289358	3.529407277	0.89792507	-1.726143328
2.12941373	0.805553933	-1.04505968	-1.667391408
1.626363615	4.11811988	-1.213292638	1.59317087
1.666065028	1.050166646	-1.911360539	-0.1480978
2.771559342	3.377868964	0.019029795	-0.184071652
2.982788521	1.942653011	0.015933659	-1.779068552
2.41380651	3.428447417	0.756266556	-0.996654244
2.61540691	4.941235943	-0.305431486	-0.315427541
2.427105597	3.872769666	-0.615936655	-4.561132001
2.36193555	2.900338373	-0.370542325	-0.793733823
2.365301895	3.16735623	0.579117114	1.508560248
2.296260719	3.784722619	-1.131767012	-1.612292301
1.805200004	2.208177203	-0.943317419	-0.11742139
1.753869065	1.104421051	0.089236425	-0.007599558
1.921439228	1.296563317	-0.009495012	-1.618061178
1.510707756	2.770555668	-0.809513228	-1.267151357
2.00616744	2.842565662	-0.165630514	-0.160203889
1.111678589	2.453971679	0.089468964	2.5830795
2.289410849	4.35640237	-1.54590688	-1.706104986
1.223241821	3.067596096	-2.573164875	-2.094258023
2.540901272	8.377896854	-1.45666735	-0.732226747
2.475218067	1.011762518	0.595661575	-1.22321104
1.749067593	0.487879933	-1.346085509	-3.149101574
1.950324154	4.555211792	-1.728336119	-1.909180913
2.098134272	4.947213659	0.520881638	-2.981182559
2.66418449	4.473069579	1.289376169	0.909520062
2.229536407	0.024105133	1.716910758	0.110969495
0.997512342	7.678653712	0.554343495	0.673002293
3.680398086	3.095508942	1.308178739	-3.198566347
1.52093545	0.946781732	0.991488739	-0.626979124
2.185564538	5.080116341	-1.614322552	-2.024072645
1.690737699	2.215004342	0.038841633	-0.348841693
1.92538339	3.197756387	1.571012791	0.006267474
1.849364469	3.815518911	0.030894238	-1.901238867
3.232211592	4.682453104	0.282014018	0.934545922
3.448862278	-1.329382168	-0.297966193	-0.997133888
2.32357933	1.211457934	-1.092351484	1.006473856
2.282312983	3.884932838	-0.476359958	0.718555313
2.585774574	4.318731655	1.289671778	-4.033869387
1.58568421	0.86914396	0.457883686	1.300108137
2.662467503	5.29414875	-0.304148079	-1.344980796
3.047876186	0.465051583	0.810696351	0.221690229
1.786970904	3.471778816	0.392743219	0.35442933
1.697208601	1.328000977	1.024759012	-3.974734829
2.04130487	2.909358255	-2.036424531	0.178421209
1.9378494	3.824380181	-0.108887768	-0.786802472
3.036993126	1.267457975	0.387483835	-2.791424567
2.234336333	2.771226551	-0.443366866	-0.732350659
1.683764878	1.968831648	0.628207317	-0.411893115
2.875494526	3.433334514	1.59817949	-0.715604314
2.013722622	2.904257255	-1.614243394	1.447418739
2.737607413	3.471061805	-0.055829101	-2.106252487
3.006475712	4.987048135	0.305883598	-2.165568371
2.600865697	2.133824547	0.271465849	0.251700519
1.671766456	4.869276321	-1.501556279	1.383822308
1.256121192	3.355136409	-0.557355416	-2.947602516
2.782407239	5.40658102	0.449140089	-1.93025399
1.889521865	5.372410516	-1.824093082	-0.800568603
2.016478891	2.181002554	1.878387575	-0.997947609
0.971964211	3.610145814	-1.233838297	-3.399873761
2.548860024	1.042809695	-0.380612998	-1.639821756
1.909090531	4.649184225	-0.768959921	-2.280562307
2.189186859	5.485961791	-0.630355736	-2.305975949
1.607997907	6.578283704	1.809383063	-1.09224725
2.077111394	5.912862841	-0.588251162	0.202146625
1.844634624	-0.369002636	0.339673542	-3.439864349
1.64769544	5.909183479	1.117740331	-2.139168832
2.288139269	5.099561701	-1.31764803	-2.219955984
1.976843515	3.808308392	-0.561318753	-1.356732088
2.693277736	3.092581294	0.14418059	-1.892662901
1.585382071	4.714664174	-1.620981096	-3.387910693
